NPRODUCTO,CONCURSO,R4,BOLSA,FECHA
40,432,27,500000000,33629
40,431,4,500000000,33625
40,430,19,1000000000,33622
40,429,17,700000000,33618
40,428,33,500000000,33615
40,427,30,500000000,33611
40,426,16,500000000,33608
40,425,26,500000000,33604
40,424,13,1400000000,33601
40,423,24,1200000000,33597
40,422,20,950000000,33594
40,421,26,700000000,33590
40,420,33,500000000,33587
40,419,19,500000000,33583
40,418,18,500000000,33580
40,417,20,500000000,33576
40,416,15,500000000,33573
40,415,19,500000000,33569
40,414,16,1200000000,33566
40,413,17,950000000,33562
40,412,27,750000000,33559
40,411,19,500000000,33555
40,410,18,500000000,33552
40,409,19,500000000,33548
40,408,27,500000000,33545
40,407,23,500000000,33541
40,406,27,750000000,33538
40,405,24,500000000,33534
40,404,22,500000000,33531
40,403,30,500000000,33527
40,402,34,500000000,33524
40,401,25,500000000,33520
40,400,22,1350000000,33517
40,399,15,1000000000,33513
40,398,26,800000000,33510
40,397,32,500000000,33506
40,396,27,500000000,33503
40,395,25,500000000,33499
40,394,14,800000000,33496
40,393,19,500000000,33492
40,392,34,500000000,33489
40,391,23,1300000000,33485
40,390,17,700000000,33482
40,389,23,700000000,33478
40,388,24,500000000,33475
40,387,20,500000000,33471
40,386,24,500000000,33468
40,385,13,700000000,33464
40,384,15,500000000,33461
40,383,28,500000000,33457
40,382,30,550000000,33454
40,381,27,500000000,33450
40,380,27,500000000,33447
40,379,15,1000000000,33443
40,378,12,800000000,33440
40,377,17,500000000,33436
40,376,14,500000000,33433
40,375,31,1000000000,33429
40,374,18,800000000,33426
40,373,13,500000000,33422
40,372,19,500000000,33419
40,371,17,500000000,33415
40,370,27,500000000,33412
40,369,20,500000000,33408
40,368,20,500000000,33405
40,367,23,500000000,33401
40,366,21,500000000,33398
40,365,37,600000000,33394
40,364,15,500000000,33391
40,363,23,500000000,33387
40,362,23,500000000,33384
40,361,33,600000000,33380
40,360,25,500000000,33377
40,359,30,900000000,33373
40,358,15,700000000,33370
40,357,16,500000000,33366
40,356,24,500000000,33363
40,355,14,500000000,33359
40,354,10,500000000,33356
40,353,23,700000000,33352
40,352,21,500000000,33349
40,351,23,700000000,33345
40,350,24,500000000,33342
40,349,17,700000000,33338
40,348,29,500000000,33335
40,347,26,2000000000,33331
40,346,27,1600000000,33328
40,345,24,1200000000,33321
40,344,13,800000000,33314
40,343,22,500000000,33307
40,342,22,800000000,33300
40,341,33,500000000,33293
40,340,27,500000000,33286
40,339,30,1200000000,33279
40,338,16,1200000000,33272
40,337,32,800000000,33265
40,336,34,500000000,33258
40,335,29,700000000,33251
40,334,27,500000000,33244
40,333,27,800000000,33237
40,332,18,500000000,33230
40,331,11,500000000,33223
40,330,9,1200000000,33216
40,329,30,800000000,33209
40,328,20,500000000,33202
40,327,36,2400000000,33195
40,326,29,1800000000,33188
40,325,19,1300000000,33181
40,324,21,1000000000,33174
40,323,28,700000000,33167
40,322,21,500000000,33160
40,321,25,700000000,33153
40,320,15,500000000,33146
40,319,24,700000000,33139
40,318,29,500000000,33132
40,317,26,500000000,33125
40,316,20,700000000,33118
40,315,28,700000000,33111
40,314,22,700000000,33104
40,313,14,500000000,33097
40,312,26,500000000,33090
40,311,34,500000000,33083
40,310,28,500000000,33076
40,309,35,500000000,33069
40,308,25,500000000,33062
40,307,19,500000000,33055
40,306,20,500000000,33048
40,305,14,500000000,33041
40,304,23,500000000,33034
40,303,26,800000000,33027
40,302,27,500000000,33020
40,301,15,500000000,33013
40,300,24,500000000,33006
40,299,22,500000000,32999
40,298,8,750000000,32992
40,297,25,750000000,32985
40,296,24,750000000,32978
40,295,19,500000000,32971
40,294,17,500000000,32964
40,293,24,600000000,32957
40,292,26,500000000,32950
40,291,28,500000000,32943
40,290,20,500000000,32936
40,289,28,500000000,32929
40,288,22,600000000,32922
40,287,20,500000000,32915
40,286,27,500000000,32908
40,285,22,600000000,32901
40,284,30,500000000,32894
40,283,14,500000000,32887
40,282,16,2300000000,32880
40,281,14,2000000000,32873
40,280,23,1600000000,32866
40,279,29,1000000000,32859
40,278,25,1000000000,32852
40,277,16,800000000,32845
40,276,21,600000000,32838
40,275,17,500000000,32831
40,274,24,500000000,32824
40,273,22,750000000,32817
40,272,22,500000000,32810
40,271,22,500000000,32803
40,270,21,500000000,32796
40,269,14,500000000,32789
40,268,13,500000000,32782
40,267,24,500000000,32775
40,266,19,500000000,32768
40,265,28,500000000,32761
40,264,23,1050000000,32754
40,263,22,850000000,32747
40,262,27,700000000,32740
40,261,16,500000000,32733
40,260,21,500000000,32726
40,259,32,500000000,32719
40,258,21,800000000,32712
40,257,17,600000000,32705
40,256,23,500000000,32698
40,255,30,500000000,32691
40,254,15,500000000,32684
40,253,16,500000000,32677
40,252,29,500000000,32670
40,251,29,500000000,32663
40,250,20,500000000,32656
40,249,33,500000000,32649
40,248,33,1750000000,32642
40,247,18,1500000000,32635
40,246,15,1350000000,32628
40,245,19,1100000000,32621
40,244,16,950000000,32614
40,243,15,770000000,32607
40,242,36,650000000,32600
40,241,31,550000000,32593
40,240,13,500000000,32586
40,239,21,500000000,32579
40,238,29,500000000,32572
40,237,22,400000000,32565
40,236,33,680000000,32558
40,235,34,580000000,32551
40,234,27,500000000,32544
40,233,20,400000000,32537
40,232,27,400000000,32530
40,231,29,400000000,32523
40,230,24,400000000,32516
40,229,23,400000000,32509
40,228,23,400000000,32502
40,227,23,400000000,32495
40,226,16,400000000,32488
40,225,24,400000000,32481
40,224,27,400000000,32474
40,223,34,400000000,32467
40,222,13,400000000,32460
40,221,32,400000000,32453
40,220,26,400000000,32446
40,219,14,400000000,32439
40,218,20,400000000,32432
40,217,17,400000000,32425
40,216,32,400000000,32418
40,215,23,520000000,32411
40,214,26,520000000,32404
40,213,19,450000000,32397
40,212,29,400000000,32390
40,211,28,400000000,32383
40,210,29,400000000,32376
40,209,30,400000000,32369
40,208,24,400000000,32362
40,207,19,400000000,32355
40,206,17,400000000,32348
40,205,20,400000000,32341
40,204,23,400000000,32334
40,203,22,400000000,32327
40,202,20,400000000,32320
40,201,30,400000000,32313
40,200,17,400000000,32306
40,199,30,400000000,32299
40,198,18,400000000,32292
40,197,24,400000000,32285
40,196,20,400000000,32278
40,195,21,400000000,32271
40,194,19,400000000,32264
40,193,23,400000000,32257
40,192,24,400000000,32250
40,191,26,400000000,32243
40,190,18,400000000,32236
40,189,25,400000000,32229
40,188,37,400000000,32222
40,187,21,400000000,32215
40,186,20,400000000,32208
40,185,28,400000000,32201
40,184,24,400000000,32194
40,183,27,400000000,32187
40,182,16,200000000,32180
40,181,29,200000000,32173
40,180,23,200000000,32166
40,179,20,200000000,32159
40,178,8,200000000,32152
40,177,34,200000000,32145
40,176,15,200000000,32138
40,175,34,200000000,32131
40,174,30,200000000,32124
40,173,29,200000000,32117
40,172,29,200000000,32110
40,171,19,420000000,32103
40,170,28,370000000,32096
40,169,32,340000000,32089
40,168,32,0,32082
40,167,27,0,32075
40,166,27,0,32068
40,165,19,0,32061
40,164,16,0,32054
40,163,23,0,32047
40,162,21,0,32040
40,161,27,0,32033
40,160,27,0,32026
40,159,15,0,32019
40,158,28,0,32012
40,157,27,0,32005
40,156,17,0,31998
40,155,34,0,31991
40,154,21,0,31984
40,153,13,0,31977
40,152,18,0,31970
40,151,27,0,31963
40,150,19,0,31956
40,149,30,0,31949
40,148,17,0,31942
40,147,36,0,31935
40,146,23,0,31928
40,145,23,0,31921
40,144,30,0,31914
40,143,29,0,31907
40,142,6,0,31900
40,141,18,0,31893
40,140,22,0,31886
40,139,26,0,31879
40,138,12,0,31872
40,137,22,0,31865
40,136,22,0,31858
40,135,20,0,31851
40,134,31,0,31844
40,133,28,0,31837
40,132,30,0,31830
40,131,21,0,31823
40,130,29,0,31816
40,129,25,0,31809
40,128,20,0,31802
40,127,28,0,31795
40,126,20,0,31788
40,125,33,0,31781
40,124,18,0,31774
40,123,21,0,31767
40,122,27,0,31760
40,121,28,0,31753
40,120,25,0,31746
40,119,22,0,31739
40,118,19,0,31732
40,117,16,0,31725
40,116,5,0,31718
40,115,9,0,31711
40,114,25,0,31704
40,113,25,0,31697
40,112,20,0,31690
40,111,35,0,31683
40,110,28,0,31676
40,109,22,0,31669
40,108,34,0,31662
40,107,20,0,31655
40,106,28,0,31648
40,105,28,0,31641
40,104,21,0,31634
40,103,23,0,31627
40,102,18,0,31620
40,101,21,0,31613
40,100,19,0,31606
40,99,10,0,31599
40,98,28,0,31592
40,97,33,0,31585
40,96,27,0,31578
40,95,26,0,31571
40,94,27,0,31564
40,93,18,0,31557
40,92,27,0,31550
40,91,28,0,31543
40,90,35,0,31536
40,89,29,0,31529
40,88,17,0,31522
40,87,22,0,31515
40,86,22,0,31508
40,85,20,0,31501
40,84,24,0,31494
40,83,23,0,31487
40,82,16,0,31480
40,81,17,0,31473
40,80,29,0,31466
40,79,9,0,31459
40,78,21,0,31452
40,77,16,0,31445
40,76,21,0,31438
40,75,34,0,31431
40,74,31,0,31424
40,73,27,0,31417
40,72,8,0,31410
40,71,24,0,31403
40,70,21,0,31396
40,69,20,0,31389
40,68,35,0,31382
40,67,29,0,31375
40,66,15,0,31368
40,65,22,0,31361
40,64,19,0,31354
40,63,14,0,31347
40,62,22,0,31340
40,61,24,0,31333
40,60,26,0,31326
40,59,32,0,31319
40,58,28,0,31312
40,57,22,0,31305
40,56,21,0,31298
40,55,28,0,31291
40,54,27,0,31284
40,53,16,0,31277
40,52,22,0,31270
40,51,29,0,31263
40,50,28,0,31256
40,49,28,0,31249
40,48,32,0,31242
40,47,26,0,31235
40,46,29,0,31228
40,45,18,0,31221
40,44,21,0,31214
40,43,30,0,31207
40,42,31,0,31200
40,41,21,0,31193
40,40,9,0,31186
40,39,34,0,31179
40,38,27,0,31172
40,37,27,0,31165
40,36,27,0,31158
40,35,19,0,31151
40,34,17,0,31144
40,33,16,0,31137
40,32,27,0,31130
40,31,28,0,31123
40,30,22,0,31116
40,29,18,0,31109
40,28,13,0,31102
40,27,27,0,31095
40,26,26,0,31088
40,25,20,0,31081
40,24,22,0,31074
40,23,24,0,31067
40,22,14,0,31060
40,21,17,0,31053
40,20,31,0,31046
40,19,26,0,31039
40,18,26,0,31032
40,17,25,0,31025
40,16,22,0,31018
40,15,23,0,31011
40,14,32,0,31004
40,13,24,0,30997
40,12,32,0,30990
40,11,15,0,30983
40,10,25,0,30976
40,9,15,0,30969
40,8,19,0,30962
40,7,29,0,30955
40,6,31,0,30948
40,5,18,0,30941
40,4,18,0,30934
40,3,21,0,30927
40,2,30,0,30920
40,1,11,0,30913
